year,measurement,n,mean,q25,median,q75,fraction_zero
2005,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2005,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2005,mixed_clear_months,38281,8.309010508022068,7.6008716756248464,8.348346432581405,8.988763619854726,0.0
2005,L7_clear_months,38281,4.562997784379302,3.6691967109424417,4.509066504583903,5.452366027453337,0.0
2005,L7_valid_fraction,38281,0.9996385617909473,1.0,1.0,1.0,0.0
2006,L5_clear_obs,38281,6.444619091428296,4.070852266290732,5.601008043987375,8.538133537597345,0.0
2006,L7_clear_obs,38281,6.530873302629246,4.743469701940792,5.850961720614796,7.761186146532857,0.0
2006,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2006,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2006,mixed_clear_months,38281,7.942900898629777,7.199824391733688,7.992129167561553,8.728991015025288,0.0
2006,L7_clear_months,38281,5.372053235599305,4.437485644284513,5.352881286906945,6.344618583891257,0.0
2006,L7_valid_fraction,38281,0.999729057044632,1.0,1.0,1.0,0.0
2007,L5_clear_obs,38281,6.917670357828698,5.0,6.191651459271832,8.607353052615627,0.0
2007,L7_clear_obs,38281,7.938018506667721,5.964057083575823,7.25682287286905,8.946474439687726,0.0
2007,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2007,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2007,mixed_clear_months,38281,9.485304795018626,8.651558290668131,9.554009497014675,10.400633151829808,0.0
2007,L7_clear_months,38281,6.093379136629606,5.15393848078961,6.050571523128226,6.957109468763818,0.0
2007,L7_valid_fraction,38281,0.9999998316543761,1.0,1.0,1.0,0.0
2008,L5_clear_obs,38281,7.92948727467701,5.0,6.913933337549815,10.697285959448292,0.0
2008,L7_clear_obs,38281,8.57345563800889,6.359007699760337,7.869477247276799,10.003094358843752,0.0
2008,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2008,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2008,mixed_clear_months,38281,8.675166920163871,7.849652566443499,8.588376463417735,9.54504550050556,0.0
2008,L7_clear_months,38281,6.466406325651448,5.6720059079681215,6.550671504041752,7.30027092687518,0.0
2008,L7_valid_fraction,38281,0.9999946326463969,1.0,1.0,1.0,0.0
2009,L5_clear_obs,38281,12.440954247491588,8.96113478786337,10.447637055869984,16.469594422675694,0.0
2009,L7_clear_obs,38281,8.391431492426571,6.260011503802646,7.482020635407084,10.041112164297,0.0
2009,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2009,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2009,mixed_clear_months,38281,10.115962337682003,9.366320637101497,10.12441505595117,10.904418931405928,0.0
2009,L7_clear_months,38281,5.757869875124752,4.704806127212858,5.67777973701446,6.852170487470139,0.0
2009,L7_valid_fraction,38281,0.9999992396129312,1.0,1.0,1.0,0.0
2010,L5_clear_obs,38281,6.670397811033815,4.432117160140082,5.44674383108624,8.929624460796752,0.0
2010,L7_clear_obs,38281,6.0898731159869435,4.622271133519309,5.495265488978263,6.890589525777408,0.0
2010,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2010,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2010,mixed_clear_months,38281,7.309496623038522,6.708207225803181,7.196488187772361,7.911474618063497,0.0
2010,L7_clear_months,38281,5.0153064719037515,4.344464688419736,4.9813999083363045,5.685285285285284,0.0
2010,L7_valid_fraction,38281,0.9999992370831414,1.0,1.0,1.0,0.0
2011,L5_clear_obs,38281,7.929726836558772,5.48881893729539,6.805876958253236,10.25959123305835,0.0
2011,L7_clear_obs,38281,7.916879363545919,6.003613737291477,7.530350625071536,9.059047811430812,0.0
2011,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2011,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2011,mixed_clear_months,38281,8.891692933691845,8.065190122017663,8.897862775724782,9.76895752699125,0.0
2011,L7_clear_months,38281,5.742098751396616,5.064636372857287,5.860253067972275,6.502554343661397,0.0
2011,L7_valid_fraction,38281,0.9999991694088013,1.0,1.0,1.0,0.0
2012,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2012,L7_clear_obs,38281,5.438460820479352,3.849578346201299,5.033624799245422,6.586974288049285,0.0
2012,L8_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2012,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2012,mixed_clear_months,38281,3.901778635224904,3.0979403480535157,3.9347296516738304,4.719350353892821,0.0
2012,L7_clear_months,38281,3.901778635224904,3.0979403480535157,3.9347296516738304,4.719350353892821,0.0
2012,L7_valid_fraction,38281,0.9983518135024307,1.0,1.0,1.0,0.0
2013,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2013,L7_clear_obs,38281,6.8372118642372754,4.807469725940087,6.203743125776122,8.342417465792362,0.0
2013,L8_clear_obs,38281,6.837678298210179,4.538291195302811,6.0,8.691675884604136,0.0
2013,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2013,mixed_clear_months,38281,7.492209620889913,6.652699569393836,7.4734174320667695,8.306155370389188,0.0
2013,L7_clear_months,38281,5.118223614036091,4.107117209056207,4.971978091962807,6.005565182196475,0.0
2013,L7_valid_fraction,38281,0.9999928046878045,1.0,1.0,1.0,0.0
2014,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2014,L7_clear_obs,38281,7.395223379555321,5.555110731452319,6.843330486110217,8.603742746370015,0.0
2014,L8_clear_obs,38281,7.3263169623018625,3.9458109485285817,6.04692569034664,9.696642154691238,0.0
2014,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2014,mixed_clear_months,38281,7.538281545052361,6.387825577246544,7.574027900315831,8.805252058135995,0.0
2014,L7_clear_months,38281,5.657995773500809,4.808643297099166,5.712746721964418,6.530146163215594,0.0
2014,L7_valid_fraction,38281,0.9999985569784342,1.0,1.0,1.0,0.0
2015,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2015,L7_clear_obs,38281,6.329887220862176,4.626397531238938,5.926054634792126,7.389612873610117,0.0
2015,L8_clear_obs,38281,7.1290931491992575,4.31305102262143,5.898295143006516,9.231021306746287,0.0
2015,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2015,mixed_clear_months,38281,7.723382866318322,6.870202541649141,7.817738060431947,8.633283180134278,0.0
2015,L7_clear_months,38281,4.951320917316537,4.11413511732806,4.976759289916715,5.740583976651039,0.0
2015,L7_valid_fraction,38281,0.9981182699564829,1.0,1.0,1.0,0.0
2016,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2016,L7_clear_obs,38281,6.698226509948436,4.5459803796662,6.0067872150770425,8.375169770128073,0.0
2016,L8_clear_obs,38281,9.661386659013212,6.10952405244095,8.028920995385215,12.878615143842325,0.0
2016,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2016,mixed_clear_months,38281,8.28017091362096,7.56507186702705,8.282374692905808,9.0,0.0
2016,L7_clear_months,38281,5.275415223032927,4.195426670560306,5.206129822876923,6.273911877052008,0.0
2016,L7_valid_fraction,38281,0.9992955558227044,1.0,1.0,1.0,0.0
2017,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2017,L7_clear_obs,38281,6.908996958260312,4.942333244751527,6.554381540789307,8.173019517795634,0.0
2017,L8_clear_obs,38281,12.640491890347805,8.627423401505359,10.478000892458724,16.641547861507124,0.0
2017,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2017,mixed_clear_months,38281,9.233688489835954,8.750725912890454,9.630177175147002,10.003526300323236,0.0
2017,L7_clear_months,38281,5.099462795881385,4.212875396146685,5.122513435725019,5.9688103465799305,0.0
2017,L7_valid_fraction,38281,0.999285469553141,1.0,1.0,1.0,0.0
2018,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2018,L7_clear_obs,38281,8.632204019005375,6.620166909118749,8.43273098780409,9.952162508078512,0.0
2018,L8_clear_obs,38281,9.587048226458668,6.008880049657341,7.956542850206358,12.499873902955713,0.0
2018,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2018,mixed_clear_months,38281,9.154014029924658,8.501226708269902,9.200502243524372,9.893028478105544,0.0
2018,L7_clear_months,38281,6.953264413060087,5.981321424539306,7.325798958546055,8.308246331918365,0.0
2018,L7_valid_fraction,38281,0.9999726875149729,1.0,1.0,1.0,0.0
2019,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2019,L7_clear_obs,38281,7.544893064677695,4.420088769060548,6.935359206435131,9.946369762375234,0.0
2019,L8_clear_obs,38281,12.032667442700669,7.951319700468179,10.340913991451142,15.717963292786138,0.0
2019,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2019,mixed_clear_months,38281,8.259663099393071,7.504599446280256,8.266377868977049,9.023685302289325,0.0
2019,L7_clear_months,38281,5.561063209877833,3.914645522388061,5.440071105283726,7.152097256699127,0.0
2019,L7_valid_fraction,38281,0.9999501552660299,1.0,1.0,1.0,0.0
2020,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2020,L7_clear_obs,38281,4.950861910133086,3.475574256041289,4.532032108801796,6.05153011606906,0.0
2020,L8_clear_obs,38281,6.367060676911797,4.0,5.193996077839794,8.407499810035201,0.0
2020,L9_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2020,mixed_clear_months,38281,7.3363908435286636,6.1279399478467775,7.284093633667736,8.542233438485805,0.0
2020,L7_clear_months,38281,4.083870594081563,3.1116182097862986,3.9694337030629896,4.981214054298411,0.0
2020,L7_valid_fraction,38281,0.9972737080686862,1.0,1.0,1.0,0.0
2021,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2021,L7_clear_obs,38281,9.811610810984426,7.495951004609235,8.817590281668616,11.313746555777453,0.0
2021,L8_clear_obs,38281,11.702524306009883,7.631834627938163,10.312691365584811,15.03563457441412,0.0
2021,L9_clear_obs,38281,1.2132067493568168,1.0,1.0,1.2897665563548548,0.05052114626054701
2021,mixed_clear_months,38281,9.761153442054454,9.021315950607196,9.876047561518403,10.558991255861107,0.0
2021,L7_clear_months,38281,6.68480004688911,5.881460088042953,6.607155021255658,7.440947787689452,0.0
2021,L7_valid_fraction,38281,0.9999975021445191,1.0,1.0,1.0,0.0
2022,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2022,L7_clear_obs,38281,7.245434635433352,5.368081498387115,6.977880638919443,8.972972632745048,0.0
2022,L8_clear_obs,38281,11.474073079996144,7.670290130495378,9.193618206212188,15.339876463678042,0.0
2022,L9_clear_obs,38281,7.81661410737233,4.517747110047356,6.66001610450031,10.0,0.0
2022,mixed_clear_months,38281,8.164457704492412,7.309238278511987,8.0,8.811367799715045,0.0
2022,L7_clear_months,38281,4.9201487592704485,4.190560554691679,4.866738216617475,5.596379859783303,0.0
2022,L7_valid_fraction,38281,0.9998316805831517,1.0,1.0,1.0,0.0
2023,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2023,L7_clear_obs,38281,3.4984359120043607,2.2127754710954965,3.2606039955072625,4.52694595620808,0.0
2023,L8_clear_obs,38281,10.374817568872173,7.012656124157854,8.894599369085176,13.68731235547378,0.0
2023,L9_clear_obs,38281,10.468789998902752,7.0,8.144775910185668,13.988852875754684,0.0
2023,mixed_clear_months,38281,10.192397405528107,9.45842527518781,10.079281238009967,10.995080974723784,0.0
2023,L7_clear_months,38281,3.1116048282878186,2.1291854454714425,2.910380900263436,3.992568514977689,0.0
2023,L7_valid_fraction,38281,0.9920782184904791,1.0,1.0,1.0,0.0
2024,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2024,L7_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2024,L8_clear_obs,38281,7.9930547858475895,4.8464010447340815,6.7078383297103255,10.091207407501622,0.0
2024,L9_clear_obs,38281,11.614706679439294,7.401185392900388,10.112568731326418,15.794298306716136,0.0
2024,mixed_clear_months,38281,9.068413766518407,8.0,9.081739943636334,10.103461329766429,0.0
2024,L7_clear_months,38281,0.0,0.0,0.0,0.0,1.0
2024,L7_valid_fraction,38281,0.0,0.0,0.0,0.0,1.0
2025,L5_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2025,L7_clear_obs,38281,0.0,0.0,0.0,0.0,1.0
2025,L8_clear_obs,38281,13.290401964051185,8.309311812475533,11.28565629400348,17.72257785357038,0.0
2025,L9_clear_obs,38281,11.188266338891006,7.734700893880359,9.718190626753016,14.83224420260374,0.0
2025,mixed_clear_months,38281,9.875269038519392,9.14932729787502,10.0,10.922805771815488,0.0
2025,L7_clear_months,38281,0.0,0.0,0.0,0.0,1.0
2025,L7_valid_fraction,38281,0.0,0.0,0.0,0.0,1.0
